sampling_type,flag_country,year,trip_code,harbour,n_sets_hauls,days_at_sea,sampling_method,aggregation_level,station_number,duration_fishing_operation,initial_latitude,initial_longitude,final_latitude,final_longitude,depth_fishing_operation,water_depth,catch_registration,species_registration,date,area,fishing_activity_category_national,fishing_activity_category_eu_l6,species,catch_category,weight,subsample_weight,sex,maturity_method,maturity_scale,maturity_stage,ageing_method,age,length_code,length_class,number_at_length,commercial_size_category_scale,commercial_size_category,fish_id,individual_weight
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,F,Macr,Medits scales,1,OWR,0,scm,255,1,ITA,LI,6019135,1246
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,2c,OWR,0,scm,250,1,ITA,LI,6019136,1178
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,250,1,ITA,LI,6019165,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,2c,OWR,0,scm,275,1,ITA,LI,6019138,1229
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,290,1,ITA,LI,6019167,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,320,1,ITA,LI,6019151,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,2b,OWR,0,scm,265,1,ITA,LI,6019141,1237
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,F,Macr,Medits scales,1,OWR,0,scm,280,1,ITA,LI,6019142,1531
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,F,Macr,Medits scales,1,OWR,0,scm,295,1,ITA,LI,6019143,1765
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,F,Macr,Medits scales,1,OWR,0,scm,250,1,ITA,LI,6019144,109
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,2c,OWR,0,scm,250,1,ITA,LI,6019145,1168
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,2c,OWR,0,scm,250,1,ITA,LI,6019146,1017
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,F,Macr,Medits scales,1,OWR,0,scm,250,1,ITA,LI,6019147,1145
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,3,OWR,0,scm,265,1,ITA,LI,6019148,1222
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,250,1,ITA,LI,6019164,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,265,1,ITA,LI,6019162,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,M,Macr,Medits scales,2c,OWR,0,scm,250,1,ITA,LI,6019149,1051
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,250,1,ITA,LI,6019150,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,305,1,ITA,LI,6019154,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,255,1,ITA,LI,6019155,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,305,1,ITA,LI,6019152,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,260,1,ITA,LI,6019153,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,250,1,ITA,LI,6019158,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,F,Macr,Medits scales,4a,OWR,0,scm,325,1,ITA,LI,6019159,239
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,290,1,ITA,LI,6019156,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,250,1,ITA,LI,6019157,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,300,1,ITA,LI,6019166,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,245,1,ITA,LI,6019163,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,240,1,ITA,LI,6019161,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,55400,5540,N,Macr,Medits scales,0,OWR,0,scm,275,1,ITA,LI,6019160,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,M,Macr,Medits scales,2b,OWR,0,scm,230,1,ITA,LII,6019169,783
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,2,scm,200,1,ITA,LII,6019181,531
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,220,1,ITA,LII,6019182,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,M,Macr,Medits scales,2b,OWR,0,scm,235,1,ITA,LII,6019170,778
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,M,Macr,Medits scales,2b,OWR,0,scm,215,1,ITA,LII,6019168,733
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,M,Macr,Medits scales,2c,OWR,0,scm,210,1,ITA,LII,6019172,71
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,M,Macr,Medits scales,2c,OWR,0,scm,235,1,ITA,LII,6019173,814
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,0,scm,220,1,ITA,LII,6019174,633
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,M,Macr,Medits scales,2c,OWR,0,scm,220,1,ITA,LII,6019171,625
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,0,scm,235,1,ITA,LII,6019176,86
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,0,scm,220,1,ITA,LII,6019177,731
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,0,scm,230,1,ITA,LII,6019178,839
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,2,scm,240,1,ITA,LII,6019175,977
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,2,scm,215,1,ITA,LII,6019180,605
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,195,1,ITA,LII,6019193,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,200,1,ITA,LII,6019194,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,225,1,ITA,LII,6019183,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,230,1,ITA,LII,6019184,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,190,1,ITA,LII,6019185,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,230,1,ITA,LII,6019186,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,220,1,ITA,LII,6019187,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,190,1,ITA,LII,6019188,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,235,1,ITA,LII,6019189,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,215,1,ITA,LII,6019190,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,210,1,ITA,LII,6019191,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,F,Macr,Medits scales,1,OWR,0,scm,220,1,ITA,LII,6019179,77
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,240,1,ITA,LII,6019192,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,210,1,ITA,LII,6019196,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,225,1,ITA,LII,6019197,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,220,1,ITA,LII,6019198,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,220,1,ITA,LII,6019195,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,200,1,ITA,LII,6019200,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,230,1,ITA,LII,6019201,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,235,1,ITA,LII,6019202,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,225,1,ITA,LII,6019199,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,245,1,ITA,LII,6019204,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,240,1,ITA,LII,6019203,0
S,ITA,2020,25672,ITMFR,10,2,SelfSampling,T,999,48,0,0,0,0,185,0,Lan,All,2020-07-28,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,33000,2750,N,Macr,Medits scales,0,OWR,0,scm,215,1,ITA,LII,6019205,0
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,2,scm,205,1,ITA,LI,6014221,669
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,2,scm,305,1,ITA,LI,6014208,2469
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,M,Macr,Medits scales,2c,OWR,2,scm,240,1,ITA,LI,6014220,881
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2c,OWR,3,scm,305,1,ITA,LI,6014207,2433
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,M,Macr,Medits scales,2c,OWR,2,scm,260,1,ITA,LI,6014218,1432
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,15,scm,185,1,ITA,LI,6014222,552
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,M,Macr,Medits scales,2b,OWR,2,scm,255,1,ITA,LI,6014219,1333
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,3,scm,295,1,ITA,LI,6014206,2162
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,0,scm,185,1,ITA,LI,6014224,501
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,0,scm,175,1,ITA,LI,6014225,335
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2c,OWR,0,scm,365,1,ITA,LI,6014211,3957
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,0,scm,185,1,ITA,LI,6014223,61
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,3,scm,315,1,ITA,LI,6014213,2786
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,3,scm,325,1,ITA,LI,6014209,2797
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,3,scm,325,1,ITA,LI,6014210,2856
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,35,scm,350,1,ITA,LI,6014212,3661
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,25,scm,275,1,ITA,LI,6014217,184
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,25,scm,255,1,ITA,LI,6014216,1475
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,M,Macr,Medits scales,2c,OWR,3,scm,295,1,ITA,LI,6014214,2319
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,1,OWR,2,scm,265,1,ITA,LI,6014205,1606
S,ITA,2020,25673,ITMFR,3,1,SelfSampling,T,999,6,0,0,0,0,18,0,All,All,2020-05-13,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,3880,3880,F,Macr,Medits scales,2a,OWR,0,scm,290,1,ITA,LI,6014215,2129
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,2b,OWR,35,scm,385,1,ITA,LI,6021223,4024
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,1,OWR,0,scm,170,1,ITA,LI,6021244,444
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,1,OWR,0,scm,205,1,ITA,LI,6021233,726
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,1,OWR,0,scm,200,1,ITA,LI,6021234,687
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,1,OWR,0,scm,235,1,ITA,LI,6021232,106
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,1,OWR,0,scm,205,1,ITA,LI,6021228,764
S,ITA,2020,25674,ITMFR,4,1,SelfSampling,T,999,9,0,0,0,0,14,0,All,All,2020-11-17,GSA18,,OTB_DEF_>=40_0_0,Merluccius merluccius,Lan,2800,2800,F,Macr,Medits scales,4b,OWR,0,scm,355,1,ITA,LI,6021225,3479
